2023-4-27 15:48:18-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\chunks background: #aaff85; color: #000; color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_fonts\builtin-freetype\OpenSans-BoldItalic.ttfbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_fonts\builtin-freetype\OpenSans-Italic.ttfbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_fonts\builtin-freetype\OpenSans-Regular.ttfbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Regular_0.png@6c48abackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Regular_0.png@f9941background: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\2d\Camera.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\3d\Capsule.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\3d\Cone.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\3d\Cube.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\3d\Cylinder.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\3d\Plane.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\3d\Quad.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\3d\Sphere.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\3d\Torus.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\effects\Particle System.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\light\Directional Light.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\light\Light Probe Group.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\light\Reflection Probe.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\light\Sphere Light.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\light\Spot Light.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\Button.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\Canvas.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\EditBox.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\Graphics.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\Label.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\Layout.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\Mask.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\pageView.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\ParticleSystem2D.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\ProgressBar.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\RichText.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\ScrollView.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\Slider.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\Sprite.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\SpriteRenderer.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\SpriteSplash.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\TiledMap.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\Toggle.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\ToggleContainer.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\VideoPlayer.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\WebView.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\ui\Widget.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_prefab\2d\ui\Canvas.prefabbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: start asset-db with asset: 409
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-BoldItalic.fntbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Bold.fntbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_ui\atom.plistbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Italic.fntbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_ui\atom_new.plistbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: %cImport%c: E:\cocos-editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Regular.fntbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:48:31-debug: Start up the 'assets' database...
2023-4-27 15:48:31-debug: start asset-db with asset: 0
2023-4-27 15:48:31-debug: asset-db:worker-startup-database[internal] (14380ms)
2023-4-27 15:48:31-debug: Asset DB is ready!
2023-4-27 15:48:31-debug: asset-db:worker-startup-database[assets] (5920ms)
2023-4-27 15:48:31-debug: init worker message success
2023-4-27 15:48:32-debug: builder:worker-init (1112ms)
2023-4-27 15:48:34-debug: programming:execute-script (2ms)
2023-4-27 15:49:35-debug: start refresh asset from G:\code\cocos练习\explosionPoint\assets\scene...
2023-4-27 15:49:35-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\scenebackground: #aaff85; color: #000;color: #000;
2023-4-27 15:49:35-debug: refresh asset G:\code\cocos练习\explosionPoint\assets success
2023-4-27 15:49:50-debug: start refresh asset from G:\code\cocos练习\explosionPoint\assets\scene\game.scene...
2023-4-27 15:49:50-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\scene\game.scenebackground: #aaff85; color: #000;color: #000;
2023-4-27 15:49:50-debug: refresh asset G:\code\cocos练习\explosionPoint\assets\scene success
2023-4-27 15:49:50-debug: refresh db internal success
2023-4-27 15:49:50-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\scenebackground: #aaff85; color: #000;color: #000;
2023-4-27 15:49:50-debug: refresh db assets success
2023-4-27 15:49:50-debug: asset-db:worker-effect-data-processing (105ms)
2023-4-27 15:49:50-debug: asset-db:refresh-all-database (145ms)
2023-4-27 15:51:01-debug: refresh db internal success
2023-4-27 15:51:01-debug: refresh db assets success
2023-4-27 15:51:01-debug: asset-db:worker-effect-data-processing (138ms)
2023-4-27 15:51:01-debug: asset-db:refresh-all-database (171ms)
2023-4-27 15:51:40-debug: refresh db internal success
2023-4-27 15:51:40-debug: refresh db assets success
2023-4-27 15:51:40-debug: asset-db:worker-effect-data-processing (129ms)
2023-4-27 15:51:40-debug: asset-db:refresh-all-database (170ms)
2023-4-27 15:53:17-debug: refresh db internal success
2023-4-27 15:53:17-debug: refresh db assets success
2023-4-27 15:53:17-debug: asset-db:worker-effect-data-processing (97ms)
2023-4-27 15:53:17-debug: asset-db:refresh-all-database (132ms)
2023-4-27 15:57:22-debug: refresh db internal success
2023-4-27 15:57:22-debug: refresh db assets success
2023-4-27 15:57:22-debug: asset-db:worker-effect-data-processing (132ms)
2023-4-27 15:57:22-debug: asset-db:refresh-all-database (169ms)
2023-4-27 15:57:32-debug: start refresh asset from G:\code\cocos练习\explosionPoint\assets\sources...
2023-4-27 15:57:32-debug: refresh asset G:\code\cocos练习\explosionPoint\assets success
2023-4-27 15:57:32-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\sourcesbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:57:43-debug: start move asset from G:\code\cocos练习\explosionPoint\assets\sources -> G:\code\cocos练习\explosionPoint\assets\resources...
2023-4-27 15:57:43-debug: start refresh asset from G:\code\cocos练习\explosionPoint\assets\resources...
2023-4-27 15:57:43-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\resourcesbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:57:43-debug: refresh asset G:\code\cocos练习\explosionPoint\assets success
2023-4-27 15:57:43-debug: start refresh asset from G:\code\cocos练习\explosionPoint\assets...
2023-4-27 15:57:43-debug: move asset from G:\code\cocos练习\explosionPoint\assets\sources -> G:\code\cocos练习\explosionPoint\assets\resources success
2023-4-27 15:57:43-debug: refresh asset G:\code\cocos练习\explosionPoint success
2023-4-27 15:57:52-debug: start refresh asset from G:\code\cocos练习\explosionPoint\assets\resources\player.png...
2023-4-27 15:57:52-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\resources\player.pngbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:57:52-debug: start refresh asset from G:\code\cocos练习\explosionPoint\assets\resources\boom.plist...
2023-4-27 15:57:52-debug: start refresh asset from G:\code\cocos练习\explosionPoint\assets\resources\enemy.png...
2023-4-27 15:57:52-debug: start refresh asset from G:\code\cocos练习\explosionPoint\assets\resources\spike.png...
2023-4-27 15:57:52-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\resources\player.png@6c48abackground: #aaff85; color: #000;color: #000;
2023-4-27 15:57:52-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\resources\player.png@f9941background: #aaff85; color: #000;color: #000;
2023-4-27 15:57:52-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\resources\enemy.pngbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:57:52-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\resources\enemy.png@6c48abackground: #aaff85; color: #000;color: #000;
2023-4-27 15:57:52-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\resources\enemy.png@f9941background: #aaff85; color: #000;color: #000;
2023-4-27 15:57:52-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\resources\boom.plistbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:57:52-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\resources\spike.pngbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:57:52-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\resources\spike.png@6c48abackground: #aaff85; color: #000;color: #000;
2023-4-27 15:57:52-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\resources\spike.png@f9941background: #aaff85; color: #000;color: #000;
2023-4-27 15:57:52-debug: refresh asset G:\code\cocos练习\explosionPoint\assets\resources success
2023-4-27 15:57:52-debug: refresh asset G:\code\cocos练习\explosionPoint\assets\resources success
2023-4-27 15:57:52-debug: refresh asset G:\code\cocos练习\explosionPoint\assets\resources success
2023-4-27 15:57:52-debug: refresh asset G:\code\cocos练习\explosionPoint\assets\resources success
2023-4-27 15:57:52-debug: refresh db internal success
2023-4-27 15:57:52-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\resourcesbackground: #aaff85; color: #000;color: #000;
2023-4-27 15:57:52-debug: asset-db:worker-effect-data-processing (101ms)
2023-4-27 15:57:52-debug: refresh db assets success
2023-4-27 15:57:52-debug: asset-db:refresh-all-database (133ms)
2023-4-27 15:57:57-debug: refresh db internal success
2023-4-27 15:57:58-debug: asset-db:worker-effect-data-processing (121ms)
2023-4-27 15:57:58-debug: refresh db assets success
2023-4-27 15:57:58-debug: asset-db:refresh-all-database (167ms)
2023-4-27 15:58:58-debug: refresh db internal success
2023-4-27 15:58:58-debug: asset-db:worker-effect-data-processing (125ms)
2023-4-27 15:58:58-debug: refresh db assets success
2023-4-27 15:58:58-debug: asset-db:refresh-all-database (158ms)
2023-4-27 15:59:42-debug: refresh db internal success
2023-4-27 15:59:42-debug: asset-db:worker-effect-data-processing (95ms)
2023-4-27 15:59:42-debug: refresh db assets success
2023-4-27 15:59:42-debug: asset-db:refresh-all-database (126ms)
2023-4-27 16:02:27-debug: refresh db internal success
2023-4-27 16:02:27-debug: asset-db:worker-effect-data-processing (128ms)
2023-4-27 16:02:27-debug: refresh db assets success
2023-4-27 16:02:27-debug: asset-db:refresh-all-database (169ms)
2023-4-27 16:04:01-debug: refresh db internal success
2023-4-27 16:04:01-debug: asset-db:worker-effect-data-processing (97ms)
2023-4-27 16:04:01-debug: refresh db assets success
2023-4-27 16:04:01-debug: asset-db:refresh-all-database (146ms)
2023-4-27 16:04:08-debug: refresh db internal success
2023-4-27 16:04:08-debug: asset-db:worker-effect-data-processing (122ms)
2023-4-27 16:04:08-debug: refresh db assets success
2023-4-27 16:04:08-debug: asset-db:refresh-all-database (147ms)
2023-4-27 16:04:51-debug: refresh db internal success
2023-4-27 16:04:51-debug: asset-db:worker-effect-data-processing (125ms)
2023-4-27 16:04:51-debug: refresh db assets success
2023-4-27 16:04:51-debug: asset-db:refresh-all-database (153ms)
2023-4-27 16:07:28-debug: refresh db internal success
2023-4-27 16:07:28-debug: asset-db:worker-effect-data-processing (128ms)
2023-4-27 16:07:28-debug: refresh db assets success
2023-4-27 16:07:28-debug: asset-db:refresh-all-database (160ms)
2023-4-27 16:08:06-debug: refresh db internal success
2023-4-27 16:08:06-debug: asset-db:worker-effect-data-processing (125ms)
2023-4-27 16:08:06-debug: refresh db assets success
2023-4-27 16:08:06-debug: asset-db:refresh-all-database (161ms)
2023-4-27 16:08:33-debug: refresh db internal success
2023-4-27 16:08:33-debug: asset-db:worker-effect-data-processing (97ms)
2023-4-27 16:08:33-debug: refresh db assets success
2023-4-27 16:08:33-debug: asset-db:refresh-all-database (121ms)
2023-4-27 16:09:18-debug: refresh db internal success
2023-4-27 16:09:18-debug: asset-db:worker-effect-data-processing (126ms)
2023-4-27 16:09:18-debug: refresh db assets success
2023-4-27 16:09:18-debug: asset-db:refresh-all-database (155ms)
2023-4-27 16:09:34-debug: refresh db internal success
2023-4-27 16:09:34-debug: asset-db:worker-effect-data-processing (127ms)
2023-4-27 16:09:34-debug: refresh db assets success
2023-4-27 16:09:34-debug: asset-db:refresh-all-database (159ms)
2023-4-27 16:09:42-debug: refresh db internal success
2023-4-27 16:09:42-debug: asset-db:worker-effect-data-processing (92ms)
2023-4-27 16:09:42-debug: refresh db assets success
2023-4-27 16:09:42-debug: asset-db:refresh-all-database (122ms)
2023-4-27 16:12:16-debug: refresh db internal success
2023-4-27 16:12:16-debug: asset-db:worker-effect-data-processing (96ms)
2023-4-27 16:12:16-debug: refresh db assets success
2023-4-27 16:12:16-debug: asset-db:refresh-all-database (124ms)
2023-4-27 16:12:22-debug: refresh db internal success
2023-4-27 16:12:22-debug: asset-db:worker-effect-data-processing (124ms)
2023-4-27 16:12:22-debug: refresh db assets success
2023-4-27 16:12:22-debug: asset-db:refresh-all-database (168ms)
2023-4-27 16:13:01-debug: start refresh asset from G:\code\cocos练习\explosionPoint\assets\scripts...
2023-4-27 16:13:01-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\scriptsbackground: #aaff85; color: #000;color: #000;
2023-4-27 16:13:01-debug: refresh asset G:\code\cocos练习\explosionPoint\assets success
2023-4-27 16:13:09-debug: start refresh asset from G:\code\cocos练习\explosionPoint\assets\scripts\NewComponent.ts...
2023-4-27 16:13:09-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\scripts\NewComponent.tsbackground: #aaff85; color: #000;color: #000;
2023-4-27 16:13:09-debug: refresh asset G:\code\cocos练习\explosionPoint\assets\scripts success
2023-4-27 16:13:09-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\scriptsbackground: #aaff85; color: #000;color: #000;
2023-4-27 16:13:15-debug: start move asset from G:\code\cocos练习\explosionPoint\assets\scripts\NewComponent.ts -> G:\code\cocos练习\explosionPoint\assets\scripts\game.ts...
2023-4-27 16:13:15-debug: start refresh asset from G:\code\cocos练习\explosionPoint\assets\scripts\game.ts...
2023-4-27 16:13:15-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\scripts\game.tsbackground: #aaff85; color: #000;color: #000;
2023-4-27 16:13:15-debug: refresh asset G:\code\cocos练习\explosionPoint\assets\scripts success
2023-4-27 16:13:15-debug: start refresh asset from G:\code\cocos练习\explosionPoint\assets\scripts...
2023-4-27 16:13:15-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\scriptsbackground: #aaff85; color: #000;color: #000;
2023-4-27 16:13:15-debug: move asset from G:\code\cocos练习\explosionPoint\assets\scripts\NewComponent.ts -> G:\code\cocos练习\explosionPoint\assets\scripts\game.ts success
2023-4-27 16:13:15-debug: refresh asset G:\code\cocos练习\explosionPoint\assets success
2023-4-27 16:19:24-debug: refresh db internal success
2023-4-27 16:19:25-debug: asset-db:worker-effect-data-processing (101ms)
2023-4-27 16:19:25-debug: refresh db assets success
2023-4-27 16:19:25-debug: asset-db:refresh-all-database (129ms)
2023-4-27 16:19:49-debug: refresh db internal success
2023-4-27 16:19:49-debug: asset-db:worker-effect-data-processing (129ms)
2023-4-27 16:19:49-debug: refresh db assets success
2023-4-27 16:19:49-debug: asset-db:refresh-all-database (153ms)
2023-4-27 16:21:15-debug: refresh db internal success
2023-4-27 16:21:15-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\scripts\game.tsbackground: #aaff85; color: #000;color: #000;
2023-4-27 16:21:15-debug: asset-db:worker-effect-data-processing (128ms)
2023-4-27 16:21:15-debug: refresh db assets success
2023-4-27 16:21:15-debug: asset-db:refresh-all-database (155ms)
2023-4-27 16:31:07-debug: refresh db internal success
2023-4-27 16:31:07-debug: %cImport%c: G:\code\cocos练习\explosionPoint\assets\scripts\game.tsbackground: #aaff85; color: #000;color: #000;
2023-4-27 16:31:07-debug: asset-db:worker-effect-data-processing (97ms)
2023-4-27 16:31:07-debug: refresh db assets success
2023-4-27 16:31:07-debug: asset-db:refresh-all-database (132ms)
2023-4-27 16:31:09-debug: Query all assets info in project
2023-4-27 16:31:09-debug: BuildAssetLibrary query-assets with assets 446
2023-4-27 16:31:09-debug: init custom config: keepNodeUuid: false, useCache: true
2023-4-27 16:31:09-debug:   Number of all scenes: 1
2023-4-27 16:31:09-debug:   Number of other assets: 304
2023-4-27 16:31:09-debug: // ---- build task 查询 Asset Bundle ----
2023-4-27 16:31:09-debug:   Number of all scripts: 2
2023-4-27 16:31:09-debug: 查询 Asset Bundle start0%
2023-4-27 16:31:09-debug: Process: heapTotal 230.03MB heapUsed 204.22MB rss 236.41MB
2023-4-27 16:31:09-debug: // ---- build task 查询 Asset Bundle ---- (10ms)
2023-4-27 16:31:09-debug: run build task 查询 Asset Bundle success in 10 ms √3%
2023-4-27 16:31:09-debug: 查询使用的资源以及资源包配置 start3%
2023-4-27 16:31:09-debug: // ---- build task 查询使用的资源以及资源包配置 ----
2023-4-27 16:31:09-debug: init bundle assets
2023-4-27 16:31:09-debug: Process: heapTotal 230.03MB heapUsed 205.65MB rss 238.05MB
2023-4-27 16:31:09-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
2023-4-27 16:31:09-debug: Number of scenes: 1
2023-4-27 16:31:09-debug: // ---- build task 查询使用的资源以及资源包配置 ---- (3ms)
2023-4-27 16:31:09-debug: run build task 查询使用的资源以及资源包配置 success in 3 ms √7%
2023-4-27 16:31:09-debug: 整理脚本分组与脚本数据 start7%
2023-4-27 16:31:09-debug: // ---- build task 整理脚本分组与脚本数据 ----
2023-4-27 16:31:09-debug: sort script group...
2023-4-27 16:31:09-debug: Process: heapTotal 230.03MB heapUsed 205.81MB rss 237.26MB
2023-4-27 16:31:09-debug: // ---- build task 整理脚本分组与脚本数据 ---- (1ms)
2023-4-27 16:31:09-debug: run build task 整理脚本分组与脚本数据 success in 1 ms √10%
2023-4-27 16:31:09-debug: Process: heapTotal 230.03MB heapUsed 205.85MB rss 238.05MB
2023-4-27 16:31:09-debug: // ---- build task 初始化 settings.json 与 config.json ----
2023-4-27 16:31:09-debug: 初始化 settings.json 与 config.json start10%
2023-4-27 16:31:09-debug: // ---- build task 初始化 settings.json 与 config.json ---- (1ms)
2023-4-27 16:31:09-debug: run build task 初始化 settings.json 与 config.json success in 1 ms √11%
2023-4-27 16:31:09-debug: builder.tasks.settings.macro start11%
2023-4-27 16:31:09-debug: builder.tasks.settings.macro 字段未在编辑器多语言内定义
2023-4-27 16:31:09-debug: Process: heapTotal 230.03MB heapUsed 205.88MB rss 238.63MB
2023-4-27 16:31:09-debug: // ---- build task builder.tasks.settings.macro ----
2023-4-27 16:31:09-debug: // ---- build task builder.tasks.settings.macro ---- (2ms)
2023-4-27 16:31:09-debug: run build task builder.tasks.settings.macro success in 2 ms √11%
2023-4-27 16:31:09-debug: Process: heapTotal 238.03MB heapUsed 202.94MB rss 236.11MB
2023-4-27 16:31:09-debug: 整理部分构建选项内数据到 settings.json start11%
2023-4-27 16:31:09-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-4-27 16:31:09-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (292ms)
2023-4-27 16:31:09-debug: run build task 整理部分构建选项内数据到 settings.json success in 292 ms √12%
2023-4-27 16:31:09-debug: Process: heapTotal 238.03MB heapUsed 203.01MB rss 235.81MB
2023-4-27 16:31:09-debug: // ---- build task custom joint texture layouts ----
2023-4-27 16:31:09-debug: custom joint texture layouts start12%
2023-4-27 16:31:09-debug: run build task custom joint texture layouts success in 0 ms √12%
2023-4-27 16:31:09-debug: Process: heapTotal 238.03MB heapUsed 203.04MB rss 235.81MB
2023-4-27 16:31:09-debug: custom joint physics start12%
2023-4-27 16:31:09-debug: // ---- build task custom joint physics ----
2023-4-27 16:31:09-debug: // ---- build task custom joint physics ---- (2ms)
2023-4-27 16:31:09-debug: run build task custom joint physics success in 2 ms √13%
